FID,XY,XY_ORG,LOCATIE_CODE,CREATED_BY,CREATED_DATE
locaties.3976302,POINT (687096.333 5705011.685),POINT (5.693594444444445 51.46530277777778),HELMDKLPL,HWS_DONAR_SGG,2022-08-03T15:56:33.763
locaties.3976303,POINT (626850.07 5723496.617),POINT (4.833497222222222 51.64814166666667),MARKSNBI,HWS_DONAR_SGG,2022-08-03T15:56:34.243
locaties.3976304,POINT (662725.841 5728476.863),POINT (5.353947222222222 51.68364722222222),POELDSCHFL,HWS_DONAR_SGG,2022-08-03T15:56:34.599
locaties.3976305,POINT (699646.224 5673336.03),POINT (5.8563 51.176544444444446),PANHNBU,HWS_DONAR_SGG,2022-08-03T15:56:34.81
locaties.3976306,POINT (675292.195 5720538.25),POINT (5.5315666666666665 51.608555555555554),ZWVTS04SCHFL,HWS_DONAR_SGG,2022-08-03T15:56:35.481
locaties.3976307,POINT (679172.699 5717217.768),POINT (5.585852777777777 51.577508333333334),ZWVTS05SCHFL,HWS_DONAR_SGG,2022-08-03T15:56:36.326
locaties.3976308,POINT (682427.453 5713146.657),POINT (5.630661111111111 51.53989722222222),ZWVTS06SCHT,HWS_DONAR_SGG,2022-08-03T15:56:36.822
locaties.3976309,POINT (691802.018 5683736.831),POINT (5.749780555555556 51.27264722222222),ZWVTS15WKCO,HWS_DONAR_SGG,2022-08-03T15:56:37.16
locaties.3976310,POINT (691900.169 5683737.107),POINT (5.751186111111111 51.272616666666664),ZWVTS15NBU,HWS_DONAR_SGG,2022-08-03T15:56:37.764
locaties.3976311,POINT (627296.619 5722936.952),POINT (4.839744444444444 51.64301111111111),WHKLSINBU,HWS_DONAR_SGG,2022-08-03T15:56:38.567
locaties.3976312,POINT (641031.635 5716528.295),POINT (5.035541666666666 51.582147222222225),WHKLSIIISCHT,HWS_DONAR_SGG,2022-08-03T15:56:39.248
locaties.3976313,POINT (653241.668 5707543.683),POINT (5.207725 51.49823333333333),WHKLSIVSCHT,HWS_DONAR_SGG,2022-08-03T15:56:39.564
locaties.3016,POINT (583308 6082503),POINT (4.29858 54.88263),NRDZE_0054,HWS_ADK_SGG,2021-12-03T15:48:01.017
locaties.3017,POINT (545613 6055994),POINT (3.70691 54.64928),NRDZE_0055,HWS_ADK_SGG,2021-12-03T15:48:01.017
locaties.3018,POINT (532091 6067006),POINT (3.49856 54.74928),NRDZE_0057,HWS_ADK_SGG,2021-12-03T15:48:01.017
locaties.3019,POINT (613158 6021925),POINT (4.74028 54.33261),NRDZE_0058,HWS_ADK_SGG,2021-12-03T15:48:01.017
locaties.3020,POINT (628713 5742307),POINT (4.86736567784827 51.8167564845172),BNMWD_0002,HWS_ADK_SGG,2021-12-03T15:46:35.17
locaties.3021,POINT (617270 5742832),POINT (4.70161589247835 51.8239950747949),BNMWD_0005,HWS_ADK_SGG,2021-12-03T15:46:35.17
locaties.3022,POINT (636125 5742980),POINT (4.9750978008296 51.8210492083777),BVMWD_0002,HWS_ADK_SGG,2021-12-03T15:46:35.17
locaties.3023,POINT (643914 5846678),POINT (5.13231652097783 52.7507616574069),IJSMR_0046,HWS_ADK_SGG,2021-12-03T15:46:35.17
locaties.3024,POINT (526736 5718507),POINT (3.38616 51.61696),NRDZE_0016,HWS_ADK_SGG,2021-12-03T15:46:55.736
locaties.3025,POINT (563119 5752696),POINT (3.91783 51.92142),NRDZE_0019,HWS_ADK_SGG,2021-12-03T15:46:55.736
locaties.3026,POINT (598934 5951260),POINT (4.49862 53.70065),NRDZE_0048,HWS_ADK_SGG,2021-12-03T15:46:55.736
locaties.3027,POINT (518736 6079357),POINT (3.29189 54.86095),NRDZE_0072,HWS_ADK_SGG,2021-12-03T15:46:55.736
locaties.3028,POINT (553333 5814722),POINT (3.78531 52.48004),NRDZE_0102,HWS_ADK_SGG,2021-12-03T15:47:16.468
locaties.3029,POINT (698557 5936750),POINT (5.99672 53.54205),NRDZE_0003,HWS_ADK_SGG,2021-12-03T15:48:01.017
locaties.3030,POINT (711036 5936796),POINT (6.18478 53.5376),NRDZE_0006,HWS_ADK_SGG,2021-12-03T15:48:01.017
locaties.3031,POINT (540784 6113447),POINT (3.64022 55.16596),NRDZE_0026,HWS_ADK_SGG,2021-12-03T15:48:01.017
locaties.3032,POINT (505244 6089336),POINT (3.08188 54.95095),NRDZE_0029,HWS_ADK_SGG,2021-12-03T15:48:01.017
locaties.3033,POINT (532816 5927923),POINT (3.49472 53.49924),NRDZE_0035,HWS_ADK_SGG,2021-12-03T15:48:01.017
locaties.3034,POINT (541483 5956425),POINT (3.62916 53.7548),NRDZE_0038,HWS_ADK_SGG,2021-12-03T15:48:01.017
locaties.3035,POINT (617568 5976271),POINT (4.79029 53.92149),NRDZE_0041,HWS_ADK_SGG,2021-12-03T15:48:01.017
locaties.3036,POINT (635617 6014184),POINT (5.08195 54.25761),NRDZE_0044,HWS_ADK_SGG,2021-12-03T15:48:01.017
locaties.3037,POINT (665735 6007748),POINT (5.5403 54.19095),NRDZE_0047,HWS_ADK_SGG,2021-12-03T15:48:01.017
locaties.3038,POINT (587510 6129707),POINT (4.37857 55.30598),NRDZE_0053,HWS_ADK_SGG,2021-12-03T15:48:01.017
locaties.3039,POINT (593486 6002932),POINT (4.43194 54.16594),NRDZE_0056,HWS_ADK_SGG,2021-12-03T15:48:01.017
locaties.3040,POINT (613054.596459756 5730760.03970146),POINT (51.716367 4.636542),MO000,SYS,2021-12-20T15:25:41.204
locaties.3041,POINT (613045.749104396 5730772.41399653),POINT (51.71648 4.636418),MO015,SYS,2021-12-20T15:25:41.205
locaties.3042,POINT (613010.190272212 5730820.23857803),POINT (51.716917 4.635919),MO075,SYS,2021-12-20T15:25:41.205
locaties.3043,POINT (613019.575112548 5730808.54385346),POINT (51.71681 4.636051),MO060,SYS,2021-12-20T15:25:41.205
locaties.3044,POINT (613001.750102859 5730832.95586081),POINT (51.717033 4.635801),MO090,SYS,2021-12-20T15:25:41.205
locaties.3045,POINT (612975.576722672 5730869.08594058),POINT (51.717363 4.635434),MO135,SYS,2021-12-20T15:25:41.502
locaties.3046,POINT (612967.134224883 5730881.91448684),POINT (51.71748 4.635316),MO150,SYS,2021-12-20T15:25:41.94
locaties.3047,POINT (612939.925209461 5730918.02152728),POINT (51.71781 4.634934),MO195,SYS,2021-12-20T15:25:41.941
locaties.3048,POINT (612931.576868035 5730929.73960929),POINT (51.717917 4.634817),MO210,SYS,2021-12-20T15:25:41.979
locaties.3049,POINT (612923.137068393 5730942.4570204),POINT (51.718033 4.634699),MO225,SYS,2021-12-20T15:25:41.979
locaties.3050,POINT (612879.140938595 5731002.99992856),POINT (51.718586 4.634082),MO300,SYS,2021-12-20T15:25:42.006
locaties.3051,POINT (612887.580532448 5730990.28244563),POINT (51.71847 4.6342),MO285,SYS,2021-12-20T15:25:42.007
locaties.3052,POINT (766456.441581632 5912798.39308318),POINT (53.297252 6.99886),BRGW,SYS,2022-03-03T17:59:09.437
locaties.3053,POINT (662708.606319946 5728416.50804165),POINT (51.68311 5.35367),POEB,SYS,2022-01-17T19:46:42.218
locaties.3054,POINT (662725.626721348 5728476.60825906),POINT (51.683645 5.353944),POEO,SYS,2022-01-17T19:46:42.22
locaties.3055,POINT (629040.918117424 5740353.92415929),POINT (51.799133 4.871392),STGT,SYS,2022-01-28T18:53:47.816
locaties.3056,POINT (623889.736008066 5738174.30858675),POINT (51.78071 4.79595),HPHP,SYS,2022-01-28T18:53:47.917
locaties.3057,POINT (625679.499690635 5736104.49629528),POINT (51.76171 4.821132),KZLM,SYS,2022-01-28T18:53:47.987
locaties.3058,POINT (626955.675037205 5736531.66910294),POINT (51.765261 4.83977),STMR,SYS,2022-01-28T18:53:48.076
locaties.3059,POINT (574022.163102165 5741551.75242873),POINT (51.819892 4.073956),HVL08,SYS,2022-01-28T18:53:48.172
locaties.3060,POINT (574022.163102165 5741551.75242873),POINT (51.819892 4.073956),HVL13,SYS,2022-01-28T18:53:48.173
locaties.3061,POINT (574022.163102165 5741551.75242873),POINT (51.819892 4.073956),HVL02,SYS,2022-01-28T18:53:48.351
locaties.3062,POINT (576914.436550524 5759118.95322878),POINT (51.97742 4.11983),tHOEK,SYS,2022-01-28T18:53:48.407
locaties.3063,POINT (689061.332249503 5638791.85403082),POINT (50.869849 5.687038),OVB,SYS,2022-01-28T18:53:48.494
locaties.3064,POINT (574102.950721852 5741608.34059491),POINT (51.82039 4.07514),KR4m,SYS,2022-01-29T00:27:39.685
locaties.3065,POINT (574102.950721852 5741608.34059491),POINT (51.82039 4.07514),KR4o,SYS,2022-01-29T00:27:39.686
locaties.3066,POINT (581816.298502038 5724789.26476773),POINT (51.66812 4.18307),KPTb,SYS,2022-03-03T17:59:14.456
locaties.3067,POINT (658391.128726126 5791692.71234214),POINT (52.2528 5.32046),EEMDK,SYS,2022-03-03T23:11:09.367
locaties.3068,POINT (656960.350234159 5733859.76052086),POINT (51.73365 5.273041),CREVB,SYS,2022-04-01T12:16:28.854
locaties.3069,POINT (589642.774011167 5683578.08000794),POINT (51.296459 4.28575),LIEF,SYS,2022-04-25T01:30:20.733
locaties.3070,POINT (612993.401485109 5730844.67384295),POINT (51.71714 4.635684),MO105,SYS,2021-12-20T15:25:41.205
locaties.3071,POINT (613037.400289994 5730784.1319076),POINT (51.716587 4.636301),MO030,SYS,2021-12-20T15:25:41.205
locaties.3072,POINT (612983.925260927 5730857.36792964),POINT (51.717256 4.635551),MO120,SYS,2021-12-20T15:25:41.504
locaties.3073,POINT (612957.749636007 5730893.60930668),POINT (51.717587 4.635184),MO165,SYS,2021-12-20T15:25:41.939
locaties.3074,POINT (612913.752688745 5730954.15192018),POINT (51.71814 4.634567),MO240,SYS,2021-12-20T15:25:41.987
locaties.3075,POINT (612905.312972297 5730966.86936038),POINT (51.718256 4.634449),MO255,SYS,2021-12-20T15:25:42
locaties.3076,POINT (626695.345820648 5736960.64032208),POINT (51.769175 4.836156),VZNG,SYS,2022-01-28T18:53:47.39
locaties.3077,POINT (626225.606359598 5739515.4019768),POINT (51.79224 4.830281),BKWD,SYS,2022-01-28T18:53:47.646
locaties.3078,POINT (624641.684177207 5738634.64684387),POINT (51.78468 4.80701),MKWD,SYS,2022-01-28T18:53:48.024
locaties.3079,POINT (576913.82408578 5759131.95930889),POINT (51.977537 4.119824),BGH1,SYS,2022-01-28T18:53:48.686
locaties.3080,POINT (574102.950721852 5741608.34059491),POINT (51.82039 4.07514),KR4b,SYS,2022-01-29T00:27:39.685
locaties.3081,POINT (613027.923847456 5730796.8259136),POINT (51.716703 4.636168),MO045,SYS,2021-12-20T15:25:41.205
locaties.3082,POINT (612949.309713772 5730906.32667506),POINT (51.717703 4.635066),MO180,SYS,2021-12-20T15:25:41.94
locaties.3083,POINT (612895.928677216 5730978.56429255),POINT (51.718363 4.634317),MO270,SYS,2021-12-20T15:25:42.009
locaties.3084,POINT (636925.953399206 5693773.34949262),POINT (51.378674 4.9675),SWB28,SYS,2022-01-17T19:37:42.15
locaties.3085,POINT (658939.322141306 5791920.14525671),POINT (52.254685 5.328591),EEMDK,SYS,2022-01-28T18:53:47.392
locaties.3086,POINT (628505.856345257 5738561.99535888),POINT (51.783153 4.862973),TKKE,SYS,2022-01-28T18:53:47.866
locaties.3087,POINT (708407.103186392 5674591.35654986),POINT (51.184692 5.98219),HAMB,SYS,2022-01-28T18:53:48.473
locaties.3088,POINT (552909.452478868 5689636.06734218),POINT (51.355527 3.759849),BMHV,SYS,2022-03-03T14:37:08.681
locaties.3089,POINT (549049.639219605 5695430.78385736),POINT (51.407975 3.705222),DRBO,SYS,2022-03-03T14:37:08.712
locaties.3090,POINT (570205.524863316 5699022.77282771),POINT (51.438044 4.010064),HWRT,SYS,2022-03-03T14:37:08.744
locaties.3091,POINT (546070.108917548 5699687.93834523),POINT (51.446502 3.66294),SLHV,SYS,2022-03-03T14:37:08.781
locaties.3092,POINT (531610.039800553 5695530.27422717),POINT (51.41011 3.4545),W7,SYS,2022-03-03T14:37:08.848
locaties.3093,POINT (575378.64690739 5758393.82081703),POINT (51.971112 4.097315),BEERK,SYS,2022-03-03T14:37:09.024
locaties.3094,POINT (591659.359939676 5747601.92419741),POINT (51.871661 4.331383),BOTB,SYS,2022-03-03T14:37:09.119
locaties.3095,POINT (589987.853982527 5750168.09899662),POINT (51.895 4.30778),BOTL,SYS,2022-03-03T14:37:09.188
locaties.3096,POINT (606111.906537984 5751624.35979744),POINT (51.905252 4.542472),BRIE,SYS,2022-03-03T14:37:09.264
locaties.3097,POINT (597549.918687702 5749661.03619435),POINT (51.88917 4.4175),EEMH,SYS,2022-03-03T14:37:09.456
locaties.3098,POINT (590033.417389604 5746883.3836232),POINT (51.865467 4.307585),HARB,SYS,2022-03-03T14:37:09.524
locaties.3099,POINT (609093.532972376 5744706.45569672),POINT (51.8425 4.58361),HEER,SYS,2022-03-03T14:37:09.593
locaties.3100,POINT (603861.046824277 5814043.63434457),POINT (52.46667 4.52889),IJMD,SYS,2022-03-03T14:37:09.757
locaties.3101,POINT (580276.911631495 5756445.79595364),POINT (51.952915 4.16815),MKR,SYS,2022-03-03T14:37:09.981
locaties.3102,POINT (579662.634023685 5756875.72030114),POINT (51.956868 4.159313),MKZ,SYS,2022-03-03T14:37:10.054
locaties.3103,POINT (602612.967227646 5752667.13786819),POINT (51.91528 4.49194),ROTB,SYS,2022-03-03T14:37:10.216
locaties.3104,POINT (612229.200788971 5738687.44143043),POINT (51.787782 4.627158),SGRA,SYS,2022-03-03T14:37:10.368
locaties.3105,POINT (576115.461464968 5754697.04741277),POINT (51.93778 4.10722),SUUR,SYS,2022-03-03T14:37:10.546
locaties.3106,POINT (598763.407748316 5751136.69801768),POINT (51.90222 4.43555),WAAL,SYS,2022-03-03T14:37:10.709
locaties.3107,POINT (621370.970163901 5738929.62249983),POINT (51.78805 4.75972),KOPL,SYS,2022-03-03T14:40:22.545
locaties.3108,POINT (571844.051468364 5754232.29670591),POINT (51.93417 4.045),MISS,SYS,2022-03-03T14:40:25.07
locaties.3109,POINT (582772.404224611 5703850.43205288),POINT (51.479747 4.191958),MRG,SYS,2022-03-03T14:40:26.196
locaties.3110,POINT (538326.45436709 5731464.43997497),POINT (51.732787 3.554987),OS13,SYS,2022-03-03T14:40:27.855
locaties.3111,POINT (532712.960990382 5714678.46024876),POINT (51.582217 3.472133),OS15,SYS,2022-03-03T14:40:28.397
locaties.3112,POINT (611288.002977871 5848282.74690306),POINT (52.77289 4.649701),PETT,SYS,2022-03-03T14:40:29.236
locaties.3113,POINT (584558.419986169 5750159.61421408),POINT (51.895774 4.228893),ROZE,SYS,2022-03-03T14:40:31.029
locaties.3114,POINT (569259.990991585 5760592.8973706),POINT (51.991677 4.008703),SPM,SYS,2022-03-03T14:40:33.376
locaties.3115,POINT (669050.530933368 5911429.28639073),POINT (53.325 5.53833),TERW,SYS,2022-03-03T14:40:35.313
locaties.3116,POINT (562971.024902143 5719909.99011183),POINT (51.626682 3.90973),ZN,SYS,2022-03-03T14:40:39.526
locaties.3117,POINT (691912.129945838 5923250.18176668),POINT (53.42333 5.88833),AMEW,SYS,2022-03-03T14:40:42.926
locaties.3118,POINT (577538.281899897 5755305.15302773),POINT (51.94305 4.12805),BENE,SYS,2022-03-03T14:40:44.248
locaties.3119,POINT (550954.690943438 5688878.0284183),POINT (51.34889 3.73167),BMBD,SYS,2022-03-03T14:40:44.764
locaties.3120,POINT (576038.182968784 5757291.16298108),POINT (51.96111 4.10667),DINT,SYS,2022-03-03T14:40:46.87
locaties.3121,POINT (570709.585205785 5757330.5143505),POINT (51.962167 4.029139),EURH,SYS,2022-03-03T14:40:48.444
locaties.3122,POINT (557117.322736082 5733358.65854779),POINT (51.748217 3.827374),GRGI,SYS,2022-03-03T14:40:49.552
locaties.3123,POINT (557010.963541194 5733398.2747458),POINT (51.748584 3.82584),GRGU,SYS,2022-03-03T14:40:50.389
locaties.3124,POINT (571676.841551609 5753731.65431278),POINT (51.929691 4.042464),HARH,SYS,2022-03-03T14:40:51.742
locaties.3125,POINT (579966.685149874 5753922.80044894),POINT (51.93028 4.16305),HARQ,SYS,2022-03-03T14:40:52.26
locaties.3126,POINT (584570.236249268 5749524.81907647),POINT (51.890066 4.228909),HARR,SYS,2022-03-03T14:40:52.531
locaties.3127,POINT (656578.98904741 5734431.12866527),POINT (51.73889 5.26778),HEDL,SYS,2022-03-03T14:40:52.796
locaties.3128,POINT (546788.515653479 5692133.57683154),POINT (51.37852 3.67228),HFPL,SYS,2022-03-03T14:40:53.836
locaties.3129,POINT (590408.486705252 5747006.72109383),POINT (51.866515 4.313063),HKR,SYS,2022-03-03T14:40:54.101
locaties.3130,POINT (613225 5862473),POINT (4.68333 52.9),NRDZE_0142,HWS_ADK_SGG,2021-12-03T15:55:27.067
locaties.3131,POINT (613846 5907005),POINT (4.70833 53.3),NRDZE_0122,HWS_ADK_SGG,2021-12-03T15:55:27.067
locaties.3132,POINT (646359 5933871),POINT (5.20833 53.53333),NRDZE_0124,HWS_ADK_SGG,2021-12-03T15:55:27.067
locaties.3133,POINT (520246 5705469),POINT (3.29167 51.5),NRDZE_0161,HWS_ADK_SGG,2021-12-03T15:55:27.067
locaties.3134,POINT (523171 5698067),POINT (3.33333 51.43333),NRDZE_0164,HWS_ADK_SGG,2021-12-03T15:55:27.067
locaties.3135,POINT (527765 5705505),POINT (3.4 51.5),NRDZE_0167,HWS_ADK_SGG,2021-12-03T15:55:27.067
locaties.3136,POINT (549455 5735330),POINT (3.71667 51.76667),NRDZE_0170,HWS_ADK_SGG,2021-12-03T15:55:27.067
locaties.3137,POINT (535706 5727799),POINT (3.51667 51.7),NRDZE_0173,HWS_ADK_SGG,2021-12-03T15:55:27.067
locaties.3138,POINT (555063 5748364),POINT (3.8 51.88333),NRDZE_0176,HWS_ADK_SGG,2021-12-03T15:55:27.067
locaties.3139,POINT (566559 5746651),POINT (3.96667 51.86667),NRDZE_0179,HWS_ADK_SGG,2021-12-03T15:55:27.067
locaties.3140,POINT (654928 5852746),POINT (5.29824005460975 52.8022252676033),IJSMR_0011,HWS_ADK_SGG,2021-12-03T15:45:12.931
locaties.3141,POINT (648962 5736340),POINT (5.15835875023666 51.7581181234318),AFGDM_0001,HWS_ADK_SGG,2021-12-03T15:45:12.931
locaties.3142,POINT (689742 5737674),POINT (5.74931464642519 51.7577724103994),BEDMS_0008,HWS_ADK_SGG,2021-12-03T15:45:34.078
locaties.3143,POINT (662709 5736920),POINT (5.3576420081693 51.7595059767222),BENMS_0004,HWS_ADK_SGG,2021-12-03T15:45:34.078
locaties.3144,POINT (709499 5679936),POINT (6.00091051132821 51.2322885404664),ZNDMS_0006,HWS_ADK_SGG,2021-12-03T15:45:34.078
locaties.3145,POINT (701839 5733730),POINT (5.92207325214398 51.7181275960497),ZNDMS_0015,HWS_ADK_SGG,2021-12-03T15:45:34.078
locaties.3146,POINT (673153 5744102),POINT (5.51241839487965 51.8208873534464),BEDMS_0006,HWS_ADK_SGG,2021-12-03T15:45:34.078
locaties.3147,POINT (662960 5736996),POINT (5.36132068701931 51.7601090660985),BENMS_0003,HWS_ADK_SGG,2021-12-03T15:45:34.078
locaties.3148,POINT (704352 5731348),POINT (5.95700097389754 51.6958327774813),ZNDMS_0007,HWS_ADK_SGG,2021-12-03T15:45:53.836
locaties.3149,POINT (720679 5706317),POINT (6.17715395380927 51.464931773563),ZNDMS_0012,HWS_ADK_SGG,2021-12-03T15:45:53.836
locaties.3150,POINT (713301 5824512),POINT (6.1446548735905 52.5288829220189),OVCHT_0001,HWS_ADK_SGG,2021-12-03T15:45:53.836
locaties.3151,POINT (625014 5737829),POINT (4.8121186345422 51.7773535076642),BRBSB_0018,HWS_ADK_SGG,2021-12-03T15:46:15.061
locaties.3152,POINT (627820 5738809),POINT (4.85313104252659 51.7855292652548),BRBSB_0022,HWS_ADK_SGG,2021-12-03T15:46:15.061
locaties.3153,POINT (625723 5737190),POINT (4.82216189483628 51.7714518651019),BRBSB_0025,HWS_ADK_SGG,2021-12-03T15:46:15.061
locaties.3154,POINT (581181 5739930),POINT (4.17742071000728 51.8043186207626),HARVT_0048,HWS_ADK_SGG,2021-12-03T15:46:15.061
locaties.3155,POINT (583194 5739150),POINT (4.2064238036668 51.7970092456373),HARVT_0051,HWS_ADK_SGG,2021-12-03T15:46:15.061
locaties.3156,POINT (582358 5738368),POINT (4.19410937028788 51.7901067637686),HARVT_0055,HWS_ADK_SGG,2021-12-03T15:46:15.061
locaties.3157,POINT (692290 5832573),POINT (5.84000492921961 52.6090757779605),KETMR_0016,HWS_ADK_SGG,2021-12-03T15:46:15.061
locaties.3158,POINT (579087 5757501),POINT (4.15108309810915 51.9625685110978),NWTWG_0008,HWS_ADK_SGG,2021-12-03T15:46:15.061
locaties.3159,POINT (587398 5751038),POINT (4.27036553529813 51.9032299969416),NWTWG_0011,HWS_ADK_SGG,2021-12-03T15:46:15.061
locaties.3160,POINT (630716 5805190),POINT (4.92053738414562 52.3813531255652),NZKNL_0020,HWS_ADK_SGG,2021-12-03T15:46:15.061
locaties.3161,POINT (611574 5813786),POINT (4.64229513555761 52.4628331710228),NZKNL_0024,HWS_ADK_SGG,2021-12-03T15:46:15.061
locaties.3162,POINT (619564 5810236),POINT (4.75857625627831 52.4292457468709),NZKNL_0027,HWS_ADK_SGG,2021-12-03T15:46:15.061
locaties.3163,POINT (673419 5743796),POINT (5.51610881465167 51.8180520142897),BEDMS_0012,HWS_ADK_SGG,2021-12-03T15:46:35.17
locaties.3164,POINT (585347 5705950),POINT (4.2295253863074 51.4982361569719),ZMMR_0006,HWS_ADK_SGG,2021-12-03T15:44:16.034
locaties.3165,POINT (646789 5767143),POINT (5.14002406100032 52.0354511624199),AMSRK_0012,HWS_ADK_SGG,2021-12-03T15:44:16.034
locaties.3166,POINT (634763 5802186),POINT (4.97875099977995 52.3533738826355),AMSRK_0015,HWS_ADK_SGG,2021-12-03T15:44:16.034
locaties.3167,POINT (634530 5775761),POINT (4.96481830439079 52.1159993639348),AMSRK_0018,HWS_ADK_SGG,2021-12-03T15:44:16.034
locaties.3168,POINT (662979 5845329),POINT (5.41385669391974 52.7332371916523),IJSMR_0022,HWS_ADK_SGG,2021-12-03T15:44:34.961
locaties.3169,POINT (557974 5678866),POINT (3.83082355290889 51.2581969315828),KVGNT_0003,HWS_ADK_SGG,2021-12-03T15:44:34.961
locaties.3170,POINT (557537 5685206),POINT (3.82558250845864 51.315250180291),KVGNT_0006,HWS_ADK_SGG,2021-12-03T15:44:34.961
locaties.3171,POINT (647993 5820500),POINT (5.1809683606308 52.5144959620656),MRKMR_0016,HWS_ADK_SGG,2021-12-03T15:44:34.961
locaties.3172,POINT (624683 5809313),POINT (4.83347533384376 52.4198048744335),NZKNL_0008,HWS_ADK_SGG,2021-12-03T15:44:34.961
locaties.3173,POINT (618208 5810562),POINT (4.73875309401808 52.4324643831889),NZKNL_0012,HWS_ADK_SGG,2021-12-03T15:44:34.961
locaties.3174,POINT (747590 5802054),POINT (6.63250936060499 52.3128902756536),TWKNL_0007,HWS_ADK_SGG,2021-12-03T15:44:34.961
locaties.3175,POINT (699616 5665920),POINT (5.8517544150958 51.1099491231963),JLKNL_0003,HWS_ADK_SGG,2021-12-03T15:44:34.961
locaties.3176,POINT (694432 5652788),POINT (5.77073486792143 50.9937853118336),JLKNL_0007,HWS_ADK_SGG,2021-12-03T15:44:34.961
locaties.3177,POINT (668112 5792337),POINT (5.4630558652303 52.2557015930197),NIJKN_0001,HWS_ADK_SGG,2021-12-03T15:44:34.961
locaties.3178,POINT (614850 5733694),POINT (4.66348562044803 51.7423733800083),DOBSB_0002,HWS_ADK_SGG,2021-12-03T15:44:52.922
locaties.3179,POINT (654736 5798083),POINT (5.26989539400044 52.3112480817607),GOOIM_0014,HWS_ADK_SGG,2021-12-03T15:44:52.922
locaties.3180,POINT (583909 5737530),POINT (4.21638759718935 51.7823398548875),HARVT_0028,HWS_ADK_SGG,2021-12-03T15:44:52.922
locaties.3181,POINT (644470 5866405),POINT (5.1492767145768 52.9278326863852),IJSMR_0026,HWS_ADK_SGG,2021-12-03T15:44:52.922
locaties.3182,POINT (671052 5849279),POINT (5.53536713147901 52.7662192144006),IJSMR_0030,HWS_ADK_SGG,2021-12-03T15:44:52.922
locaties.3183,POINT (661109 5859454),POINT (5.39314780631615 52.8606709836512),IJSMR_0033,HWS_ADK_SGG,2021-12-03T15:44:52.922
locaties.3184,POINT (694110 5829881),POINT (5.86526101016544 52.5842618505911),IJSSL_0010,HWS_ADK_SGG,2021-12-03T15:44:52.922
locaties.3185,POINT (648658 5760075),POINT (5.16418481228399 51.9714496512304),LEK_0006,HWS_ADK_SGG,2021-12-03T15:44:52.922
locaties.3186,POINT (653791 5826695),POINT (5.26921233109296 52.5685398838289),MRKMR_0020,HWS_ADK_SGG,2021-12-03T15:44:52.922
locaties.3187,POINT (658053 5818832),POINT (5.32830565836164 52.4966857746447),MRKMR_0023,HWS_ADK_SGG,2021-12-03T15:44:52.922
locaties.3188,POINT (643827 5833205),POINT (5.12513009180836 52.6297546812502),MRKMR_0026,HWS_ADK_SGG,2021-12-03T15:44:52.922
locaties.3189,POINT (618801 5734752),POINT (4.72104313070383 51.7510561068448),NWMWD_0004,HWS_ADK_SGG,2021-12-03T15:44:52.922
locaties.3190,POINT (680765 5807674),POINT (5.65647052586883 52.3894343584953),VELWM_0012,HWS_ADK_SGG,2021-12-03T15:44:52.922
locaties.3191,POINT (582876 5722952),POINT (4.19795172555987 51.6514499588429),VLKRK_0026,HWS_ADK_SGG,2021-12-03T15:44:52.922
locaties.3192,POINT (618591 5733835),POINT (4.71768896749562 51.7428572812459),NWMWD_0003,HWS_ADK_SGG,2021-12-03T15:43:56.9
locaties.3193,POINT (587975 5751097),POINT (4.2787686235548 51.9036691265182),NWTWG_0003,HWS_ADK_SGG,2021-12-03T15:43:56.9
locaties.3194,POINT (609303 5740693),POINT (4.5853767230238 51.806386655736),OUDMS_0004,HWS_ADK_SGG,2021-12-03T15:43:56.9
locaties.3195,POINT (689807 5737623),POINT (5.75022327780445 51.7572932080616),BEDMS_0001,HWS_ADK_SGG,2021-12-03T15:43:56.9
locaties.3196,POINT (639326 5813310),POINT (5.05033380468574 52.4521839241607),GOUWZ_0002,HWS_ADK_SGG,2021-12-03T15:43:56.9
locaties.3197,POINT (640613 5816754),POINT (5.07070984406297 52.4827973688278),GOUWZ_0006,HWS_ADK_SGG,2021-12-03T15:43:56.9
locaties.3198,POINT (694951 5654443),POINT (5.77902115994615 51.0084723774854),GRSMS_0001,HWS_ADK_SGG,2021-12-03T15:43:56.9
locaties.3199,POINT (693883 5658071),POINT (5.76575597444663 51.0414157661504),GRSMS_0004,HWS_ADK_SGG,2021-12-03T15:43:56.9
locaties.3200,POINT (582204 5706796),POINT (4.18446284510816 51.5063126139525),ZMMR_0009,HWS_ADK_SGG,2021-12-03T15:44:52.922
locaties.3201,POINT (584167 5706410),POINT (4.21264956361404 51.5025542575756),ZMMR_0010,HWS_ADK_SGG,2021-12-03T15:44:52.922
locaties.3202,POINT (701313 5835974),POINT (5.97514281454616 52.636344292059),ZWTMR_0012,HWS_ADK_SGG,2021-12-03T15:44:52.922
locaties.3203,POINT (636128 5801099),POINT (4.99833182109659 52.343274738957),AMSRK_0020,HWS_ADK_SGG,2021-12-03T15:44:52.922
locaties.3204,POINT (624181 5731456),POINT (4.7977650312991 51.7202673016369),BRBSB_0014,HWS_ADK_SGG,2021-12-03T15:44:52.922
locaties.3205,POINT (628048 5732978),POINT (4.85428662131685 51.7330770857614),BRBSB_0015,HWS_ADK_SGG,2021-12-03T15:44:52.922
