date,STN,temp_gem,temp_max,temp_min,vocht_gem,vocht_max,vocht_min,neerslag_som,neerslag_max,wind_gem,wind_max,wind_min,brand,sum_brand,Saturated Vapor Pressure (Es),Vapor Pressure (E),VPD,HDWI,HDWI_gust,temp_gem_som_3,temp_gem_som_7,vocht_gem_som_3,vocht_gem_som_7,neerslag_som_3,neerslag_som_7
2021-04-14 00:00:00+02:00,290,2.8,9.7,-3.9,77.0,98.0,50.0,0.5,0.5,2.1,11.0,0.0,0,0,7.469829237022146,5.751768512507052,1.7180607245150936,3.6079275214816966,18.89866796966603,8.400000000000022,29.700000000000006,232.0,540.0,5.400000000000008,17.449999999999957
2024-08-05 00:00:00+02:00,290,19.0,25.3,12.3,74.0,98.0,45.0,0.025,0.025,1.7,7.0,0.0,0,0,21.92122474056356,16.221706308017033,5.699518432546526,9.689181335329094,39.89662902782568,55.80000000000005,135.9,238.0,537.0,9.925,21.89999999999994
2023-06-30 00:00:00+02:00,290,17.8,22.3,11.1,64.0,95.0,45.0,0.025,0.025,2.8,8.0,1.0,0,0,20.333972125148765,13.01374216009521,7.320229965053555,20.496643902149952,58.56183972042844,54.00000000000004,136.4,222.0,475.0,2.225,2.3249999999999647
2023-02-11 00:00:00+01:00,290,7.9,10.8,6.1,84.0,90.0,74.0,0.025,0.025,4.4,10.0,2.0,0,0,10.641735392622724,8.939057729803087,1.702677662819637,7.491781716406403,17.02677662819637,13.40000000000003,19.90000000000001,237.0,564.0,0.075,3.0499999999999607
2021-12-14 00:00:00+01:00,290,8.3,9.3,7.4,94.0,98.0,83.0,1.5,0.4,4.0,7.0,3.0,0,0,10.93462225706079,10.278544921637142,0.6560773354236478,2.624309341694591,4.592541347965534,8.3,16.800000000000008,94.0,355.0,1.5500000000000071,2.3999999999999573
2021-07-25 00:00:00+02:00,290,20.9,26.5,15.6,77.0,98.0,47.0,0.1,0.1,2.7,7.0,1.0,0,0,24.657103934318577,18.985970029425307,5.671133904893271,15.312061543211833,39.6979373342529,55.80000000000002,123.1,240.0,549.0,22.62500000000001,22.72499999999996
2023-07-08 00:00:00+02:00,290,25.1,32.9,15.6,48.0,70.0,27.0,0.025,0.025,2.8,7.0,2.0,0,0,31.78936623556424,15.258895793070836,16.530470442493407,46.285317238981534,115.71329309745384,61.70000000000004,125.0,183.0,470.0,0.075,13.374999999999964
2023-11-27 00:00:00+01:00,290,2.2,4.7,0.3,94.0,96.0,89.0,20.7,1.7,4.2,12.0,3.0,0,0,7.158268158173514,6.728772068683103,0.4294960894904109,1.803883575859726,5.153953073884932,9.600000000000044,33.60000000000001,278.0,626.0,27.300000000000004,35.59999999999996
2020-04-11 00:00:00+02:00,290,11.2,20.5,0.9,52.0,79.0,24.0,0.025,0.025,2.0,8.0,0.0,1,2,13.279497934201151,6.9053389257846,6.374159008416553,12.748318016833109,50.99327206733243,33.300000000000026,90.3,172.0,392.0,0.075,0.175
2021-07-14 00:00:00+02:00,290,19.8,22.8,17.8,93.0,98.0,83.0,2.4,2.0,3.7,10.0,1.0,0,0,23.038860913481667,21.426140649537952,1.6127202639437144,5.967064976591743,16.127202639437144,60.50000000000002,135.20000000000002,265.0,580.0,12.925000000000006,16.174999999999958
2020-06-09 00:00:00+02:00,290,13.2,17.5,10.3,71.0,83.0,58.0,0.025,0.025,3.8,8.0,2.0,0,0,15.144706358415654,10.752741514475114,4.39196484394054,16.689466406974052,35.13571875152432,39.80000000000002,93.2,224.0,523.0,4.150000000000008,26.499999999999957
2024-01-27 00:00:00+01:00,290,3.0,8.1,-2.4,83.0,93.0,65.0,0.025,0.025,3.3,8.0,2.0,0,0,7.576318026749894,6.288343962202412,1.2879740645474822,4.250314413006691,10.303792516379858,16.90000000000005,47.50000000000001,256.0,554.0,6.925000000000003,21.24999999999996
2023-04-20 00:00:00+02:00,290,8.7,13.3,5.0,65.0,84.0,43.0,0.4,0.4,5.3,14.0,3.0,0,0,11.23460102328201,7.302490665133307,3.932110358148704,20.840184898188127,55.04954501408184,28.10000000000003,65.30000000000001,179.0,483.0,0.4500000000000009,1.224999999999959
